"","aou","statebcr","meanabund","centroid_diff"
"3020",7270,59030,2.59512195121951,4.12669898589741
"3021",7270,60016,3.55228758169935,17.2292279546725
"3022",7270,60018,1,8.8915155962201
"3023",7270,60034,7.71428571428571,57.1510193187911
"3024",7270,60035,3.22077922077922,41.7053564235071
"3025",7270,61013,3.12164750957854,33.9366168069493
"3026",7270,61014,3.40243902439024,4.49385006319321
"3027",7270,61028,2.19487908961593,13.9869212814497
"3028",7270,61030,5.61702127659574,9.96375133931872
"3029",7270,63027,2.65972222222222,13.4698799977441
"3030",7270,63028,3.44594594594595,18.6151242610516
"3031",7270,63029,2.6327868852459,22.9727377443371
"3032",7270,64011,2.06201550387597,13.3398800610858
"3033",7270,64017,1.16666666666667,7.16702303015081
"3034",7270,65014,1.48717948717949,7.30226234054893
"3035",7270,66013,2.886925795053,9.89893919285732
"3036",7270,66022,2.7431421446384,2.13871598846584
"3037",7270,66023,1.55357142857143,27.2489750471593
"3038",7270,66024,2.70588235294118,57.9470808010538
"3039",7270,66028,3.77977528089888,1.40778267970924
"3040",7270,67019,1.14285714285714,18.5901152599162
"3041",7270,67021,2.76131687242798,11.7493488321242
"3042",7270,67022,2.13095238095238,29.3658245763316
"3043",7270,67024,7.38461538461539,12.6885381657418
"3044",7270,67025,2.85064935064935,11.1462904856295
"3045",7270,68008,1.46666666666667,245.132403242677
"3046",7270,68012,2.70135746606335,127.113301294053
"3047",7270,68013,1.88762446657183,177.808743886413
"3048",7270,69005,2.74907749077491,8.26569505935161
"3049",7270,69009,3.74074074074074,19.9495759984228
"3050",7270,69010,2.9559748427673,14.8916889997728
"3051",7270,72013,2.72352941176471,6.00290181900663
"3052",7270,72028,3.2243031358885,8.48303979627978
"3053",7270,72029,2.86021505376344,11.5309517561373
"3054",7270,76008,1,297.558324242122
"3055",7270,76012,2.46887966804979,79.882080298193
"3056",7270,76013,1.89759036144578,20.0425105127496
